,boro,housenumber,streetname,zip,address,long,lat
11140,MANHATTAN,235,EAST 53 STREET,10022,"235 EAST 53 STREET, NEW YORK, NEW YORK",,
11141,MANHATTAN,237,EAST 53 STREET,10022,"237 EAST 53 STREET, NEW YORK, NEW YORK",,
11142,MANHATTAN,239,EAST 53 STREET,10022,"239 EAST 53 STREET, NEW YORK, NEW YORK",,
11143,MANHATTAN,240,EAST 53 STREET,10022,"240 EAST 53 STREET, NEW YORK, NEW YORK",,
11144,MANHATTAN,243,EAST 53 STREET,10022,"243 EAST 53 STREET, NEW YORK, NEW YORK",,
11145,MANHATTAN,246,EAST 53 STREET,10022,"246 EAST 53 STREET, NEW YORK, NEW YORK",,
11146,MANHATTAN,249,EAST 53 STREET,10022,"249 EAST 53 STREET, NEW YORK, NEW YORK",,
11147,MANHATTAN,252,EAST 53 STREET,10022,"252 EAST 53 STREET, NEW YORK, NEW YORK",,
11148,MANHATTAN,303,EAST 53 STREET,10022,"303 EAST 53 STREET, NEW YORK, NEW YORK",,
11149,MANHATTAN,308,EAST 53 STREET,10022,"308 EAST 53 STREET, NEW YORK, NEW YORK",,
11150,MANHATTAN,313,EAST 53 STREET,10022,"313 EAST 53 STREET, NEW YORK, NEW YORK",,
11151,MANHATTAN,316,EAST 53 STREET,10022,"316 EAST 53 STREET, NEW YORK, NEW YORK",,
11152,MANHATTAN,318,EAST 53 STREET,10022,"318 EAST 53 STREET, NEW YORK, NEW YORK",,
11153,MANHATTAN,319,EAST 53 STREET,10022,"319 EAST 53 STREET, NEW YORK, NEW YORK",,
11154,MANHATTAN,321,EAST 53 STREET,10022,"321 EAST 53 STREET, NEW YORK, NEW YORK",,
11155,MANHATTAN,323,EAST 53 STREET,10022,"323 EAST 53 STREET, NEW YORK, NEW YORK",,
11156,MANHATTAN,325,EAST 53 STREET,10022,"325 EAST 53 STREET, NEW YORK, NEW YORK",,
11157,MANHATTAN,326,EAST 53 STREET,10022,"326 EAST 53 STREET, NEW YORK, NEW YORK",,
11158,MANHATTAN,328,EAST 53 STREET,10022,"328 EAST 53 STREET, NEW YORK, NEW YORK",,
11159,MANHATTAN,330,EAST 53 STREET,10022,"330 EAST 53 STREET, NEW YORK, NEW YORK",,
11160,MANHATTAN,332,EAST 53 STREET,10022,"332 EAST 53 STREET, NEW YORK, NEW YORK",,
11161,MANHATTAN,333,EAST 53 STREET,10022,"333 EAST 53 STREET, NEW YORK, NEW YORK",,
11162,MANHATTAN,334,EAST 53 STREET,10022,"334 EAST 53 STREET, NEW YORK, NEW YORK",,
